iter	CrossEntropy
361	0.001654646738
362	0.001651201925
363	0.001647326765
364	0.001643658765
365	0.001640235923
366	0.001636829585
367	0.001633214376
368	0.001629840882
369	0.001626125279
370	0.001622783388
371	0.001619235994
372	0.00161541714
373	0.001612146196
374	0.001608867218
375	0.001605385916
376	0.001601491273
377	0.00159785535
378	0.001594424451
379	0.001591015364
380	0.001587619181
381	0.001584244455
382	0.001581107655
383	0.001577471216
384	0.001574138866
385	0.00157104482
386	0.00156796468
387	0.001564955668
388	0.001562048707
389	0.00155878785
390	0.001555817955
391	0.001552860997
392	0.001549916883
393	0.00154642563
394	0.001543235012
395	0.001540059954
396	0.001536900324
397	0.001534183145
398	0.001531049985
399	0.001527931919
400	0.001524828821
401	0.001521586976
402	0.001518923949
403	0.001515859693
404	0.001512809992
405	0.001509774724
406	0.001506753774
407	0.0015039837
408	0.001500831934
409	0.001497695195
410	0.00149511782
411	0.001492006979
412	0.001489059663
413	0.001486126017
414	0.001483054133
415	0.001479996686
416	0.001477100513
417	0.001474069228
418	0.001471052081
419	0.001468568251
420	0.001465575494
421	0.001462596592
422	0.001459631444
423	0.001456816129
424	0.001453875933
425	0.001451451754
426	0.001449036595
427	0.001446264004
428	0.001443867119
429	0.001440981082
430	0.001438108139
431	0.001435248196
432	0.001432529789
433	0.001429823444
434	0.001427482454
435	0.001425150005
436	0.001422343089
437	0.001420028466
438	0.001417243356
439	0.001414946343
440	0.001412182775
441	0.001409431448
442	0.001406692275
443	0.001404084275
444	0.001401831164
445	0.001399122944
446	0.001396886712
447	0.001394658428
448	0.001391979556
449	0.001389312344
450	0.001386656711
451	0.001384462212
452	0.001382275431
453	0.001379648267
454	0.001377141054
455	0.0013745346
456	0.001371939316
457	0.001369461409
458	0.001366993979
459	0.001364428187
460	0.001361980275
461	0.001359434442
462	0.001356899378
463	0.001354479689
464	0.001351964214
465	0.001349880887
466	0.001347383817
467	0.001344999235
468	0.001342624514
469	0.001340155218
470	0.001337798874
471	0.001335348382
472	0.001333317156
473	0.001330884344
474	0.00132856169
475	0.001326248493
476	0.001324065796
477	0.001322069841
478	0.001320080557
479	0.001318097906
480	0.001315822701
481	0.001313853499
482	0.001311594251
483	0.001309638354
484	0.00130751229
485	0.001305276368
486	0.001303340132
487	0.001301410255
488	0.001299196451
489	0.001297105743
490	0.001295195122
491	0.001293290728
492	0.001291220019
493	0.001289328088
494	0.001287270874
495	0.001285220848
496	0.001283064022
497	0.001281196897
498	0.001279054751
499	0.001276920932
500	0.001275072246
501	0.001272952859
502	0.001270950102
503	0.001268954241
504	0.001266856727
505	0.001265038003
506	0.001263225047
507	0.001261147552
508	0.00125918373
509	0.001257226598
510	0.001255276119
511	0.001253332258
512	0.001251394978
513	0.001249464246
514	0.001247540026
515	0.001245778558
516	0.001243760557
517	0.001242010263
518	0.001240109994
519	0.001238216079
520	0.001236482169
521	0.001234753615
522	0.001232772577
523	0.001231054873
524	0.00122908669
525	0.001227227647
526	0.001225374746
527	0.001223527953
528	0.001221585303
529	0.001219322953
530	0.001217069675
531	0.001215148712
532	0.001212911655
533	0.001210683513
534	0.001208464229
535	0.001206669376
536	0.001204880342
537	0.001203097099
538	0.001201319615
539	0.001199450027
540	0.001197587163
541	0.001195730982
542	0.001193976167
543	0.001192226971
544	0.001190076312
545	0.001188244651
546	0.001186109087
547	0.001184290597
548	0.001182169963
549	0.001180364496
550	0.001178565383
551	0.00117686235
552	0.001175164683
553	0.001173472356
554	0.001171785343
555	0.001170013678
556	0.001167945059
557	0.001166185897
558	0.001164432831
559	0.001162772631
560	0.00116111759
561	0.001159081224
562	0.001157437168
563	0.001155798195
564	0.001153781154
565	0.001151771726
566	0.001150149309
567	0.001148531871
568	0.001146541376
569	0.001144934542
570	0.001143246795
571	0.001141275282
572	0.001139599134
573	0.001138012409
574	0.0011360596
575	0.001134114035
576	0.001132459866
577	0.001130893591
578	0.001128966354
579	0.001127046214
580	0.001125495381
581	0.001123949195
582	0.001122407633
583	0.001120870675
584	0.001118978704
585	0.001117451551
586	0.001115928934
587	0.001114329076
588	0.001112815432
589	0.001111306261
590	0.001109720508
591	0.001108220186
592	0.001106724276
593	0.001105232758
594	0.001103665247
595	0.001101831958
596	0.001100005247
597	0.001098453311
598	0.00109698465
599	0.001095520259
600	0.001093981772
601	0.001092448227
602	0.001090996453
603	0.001089206294
604	0.001087763507
605	0.001086248203
606	0.001084813666
607	0.001083383247
608	0.001081956927
609	0.001080458617
610	0.0010790404
611	0.001077550831
612	0.001076065955
613	0.001074659738
614	0.001073183479
615	0.001071785186
616	0.001070317463
617	0.001068595582
618	0.001066879684
619	0.001065169735
620	0.00106379276
621	0.001062093166
622	0.00106072448
623	0.001059287812
624	0.001057926727
625	0.001056246375
626	0.001054893434
627	0.001053473254
628	0.001052127779
629	0.001050715638
630	0.001049377565
631	0.00104797339
632	0.001046642655
633	0.001045315587
634	0.00104362148
635	0.001041934373
636	0.001040304945
637	0.001038629928
638	0.001037323411
639	0.001035708706
640	0.001034409841
641	0.001032804625
642	0.001031513345
643	0.001030225567
644	0.001028633764
645	0.001027188275
646	0.001025911629
647	0.001024333573
648	0.001022710285
649	0.001021142349
650	0.0010195796
651	0.001017972535
652	0.001016557018
653	0.001015008578
654	0.001013465227
655	0.001011926939
656	0.001010344717
657	0.001008950687
658	0.001007378855
659	0.001005813248
660	0.001004589675
661	0.00100336933
662	0.001001817438
663	0.00100060406
664	0.0009993938691
665	0.0009981868522
666	0.0009969829961
667	0.0009954944772
668	0.0009939679554
669	0.0009924473731
670	0.0009909326892
671	0.0009897464967
672	0.0009882412598
673	0.0009870617264
674	0.000985565842
675	0.0009840756949
676	0.000982591246
677	0.0009811450944
678	0.0009796705491
679	0.0009785115756
680	0.0009773555738
681	0.00097589351
682	0.0009744671851
683	0.0009730147918
684	0.0009718719526
685	0.0009704283912
686	0.0009692918235
687	0.0009681581402
688	0.0009667266518
689	0.0009655991607
690	0.0009642028751
691	0.0009630815049
692	0.0009616928354
693	0.0009602812305
694	0.0009591691794
695	0.0009577660209
696	0.000956659979
697	0.0009555567036
698	0.0009541898234
699	0.0009528020918
700	0.0009514432969
701	0.000950352248
702	0.0009492639084
703	0.0009478913441
704	0.0009468088162
705	0.000945728965
706	0.0009446517801
707	0.0009435772511
708	0.0009425053678
709	0.0009411761062
710	0.0009401098906
711	0.0009390462891
712	0.0009377038128
713	0.0009363661628
714	0.0009350542987
715	0.0009337464052
716	0.000932697335
717	0.0009316508152
718	0.0009303527487
719	0.0009290585884
720	0.0009277460026
721	0.0009264592791
722	0.0009251764095
723	0.0009238755237
724	0.0009228489122
725	0.0009215554677
726	0.0009202665726
727	0.0009189821984
728	0.0009177023171
729	0.0009166894561
730	0.0009154168209
731	0.0009141640969
732	0.0009131592011
733	0.0009121566951
734	0.0009108973372
735	0.0009098999427
736	0.0009086476495
737	0.0009076553249
738	0.0009064100331
739	0.0009051818816
740	0.0009041972739
741	0.0009032149826
742	0.0009022349989
743	0.0009012573145
744	0.0009000434025
745	0.0008988194288
746	0.0008978492887
747	0.0008968814125
748	0.0008956667854
749	0.0008947037481
750	0.0008935075387
751	0.0008923147856
752	0.0008911254729
753	0.0008901723832
754	0.0008889890413
755	0.0008880406942
756	0.0008870945338
757	0.0008859196342
758	0.000884734727
759	0.0008835537782
760	0.0008826172693
761	0.0008814427153
762	0.0008802720612
763	0.0008791150692
764	0.0008779613631
765	0.0008770367938
766	0.0008758887902
767	0.0008747440329
768	0.0008736025072
769	0.000872464199
770	0.0008713290938
771	0.0008704186521
772	0.0008692891086
773	0.0008681504948
774	0.0008670155994
775	0.0008661142533
776	0.000865214932
777	0.0008640989359
778	0.000863203956
779	0.0008620824956
780	0.0008609747202
781	0.0008598596746
782	0.0008587482245
783	0.0008578643611
784	0.0008567587313
785	0.0008556566457
786	0.0008545580841
787	0.0008536828768
788	0.0008525900265
789	0.0008515062553
790	0.0008504254607
791	0.0008493476298
792	0.0008484832028
793	0.0008476206765
794	0.0008465436396
795	0.0008454757776
796	0.0008444108254
797	0.0008433424222
798	0.0008422829718
799	0.0008412205144
800	0.000840161381
801	0.0008391099595
802	0.0008382664326
803	0.0008374247376
804	0.0008365848684
805	0.000835542611
806	0.0008347066564
807	0.0008338725083
808	0.000832832093
809	0.0008317948953
810	0.0008307608977
811	0.0008299346543
812	0.0008289058538
813	0.0008278825515
814	0.0008270621306
815	0.0008262434654
816	0.0008254265501
817	0.0008244120419
818	0.0008233972241
819	0.0008223878211
820	0.0008213810913
821	0.0008205738812
822	0.0008195688882
823	0.0008185691747
824	0.0008177675837
825	0.0008169676874
826	0.000815971942
827	0.0008151756474
828	0.0008143810304
829	0.0008133920844
830	0.000812601032
831	0.0008116183141
832	0.0008106381636
833	0.0008096605698
834	0.0008088769003
835	0.0008079037442
836	0.0008069306549
837	0.0008059622898
838	0.0008049943487
839	0.0008042197553
840	0.0008032580029
841	0.0008022969832
842	0.0008013388024
843	0.0008003839659
844	0.0007996182861
845	0.0007988541873
846	0.0007980916644
847	0.0007973307121
848	0.0007963846796
849	0.0007954417394
850	0.0007945006353
851	0.0007937465724
852	0.0007928099609
853	0.000791875506
854	0.0007909434301
855	0.0007900137899
856	0.0007890868424
857	0.0007881625737
858	0.0007874204901
859	0.0007864988386
860	0.0007857600007
861	0.0007848424099
862	0.0007841067959
863	0.0007833726696
864	0.0007824608257
865	0.000781551274
866	0.0007808220434
867	0.0007800942807
868	0.0007791909675
869	0.0007784663179
870	0.0007775672214
871	0.0007766706806
872	0.0007759507544
873	0.0007750562508
874	0.0007743394243
875	0.000773448801
876	0.0007725603899
877	0.0007716741824
878	0.0007707913096
879	0.0007699092518
880	0.0007692020044
881	0.0007684961583
882	0.0007677917092
883	0.0007669179946
884	0.0007660467248
885	0.0007651755293
886	0.0007644771985
887	0.000763780242
888	0.0007629143581
889	0.0007620505936
890	0.0007611889404
891	0.0007604980775
892	0.0007598085666
893	0.0007591204037
894	0.0007582667844
895	0.0007574155244
896	0.0007565666122
897	0.0007557200363
898	0.0007548757856
899	0.0007541964743
900	0.0007533560198
901	0.0007525178623
902	0.0007518428222
903	0.0007510038176
904	0.0007503315895
905	0.0007495004384
906	0.0007486715435
907	0.0007478396272
908	0.0007470147495
909	0.0007463496489
910	0.0007456858249
911	0.0007448606207
912	0.0007440373892
913	0.000743216123
914	0.0007423968148
915	0.0007415794572
916	0.0007407683567
917	0.0007399594283
918	0.0007391474497
919	0.0007383373954
920	0.0007375292582
921	0.0007368810877
922	0.0007362341452
923	0.0007355884272
924	0.00073494393
925	0.0007343006499
926	0.0007335058366
927	0.0007327083308
928	0.000732069019
929	0.0007314309095
930	0.0007307939987
931	0.000730006989
932	0.0007293726124
933	0.0007285841538
934	0.0007278021842
935	0.0007270171947
936	0.0007263880648
937	0.0007256062596
938	0.0007248262709
939	0.000724048092
940	0.0007234241814
941	0.0007226533247
942	0.0007218798813
943	0.0007211082245
944	0.0007203383479
945	0.000719720875
946	0.0007191045426
947	0.0007183390708
948	0.0007177251866
949	0.0007169664724
950	0.0007163549851
951	0.0007157446213
952	0.0007149903867
953	0.0007142336686
954	0.0007134786786
955	0.0007128732621
956	0.0007121212727
957	0.0007115182388
958	0.0007109163049
959	0.0007101723086
960	0.0007094302157
961	0.0007086854902
962	0.0007079467902
963	0.000707209971
964	0.0007066152735
965	0.0007058764621
966	0.0007051393177
967	0.0007045481777
968	0.0007038139274
969	0.000703085802
970	0.0007023595155
971	0.0007016350597
972	0.0007009124266
973	0.0007001916082
974	0.0006996086747
975	0.0006990267865
976	0.0006984459407
977	0.0006977242119
978	0.0006970040928
979	0.0006962855776
980	0.0006955686607
981	0.0006949936271
982	0.0006942849264
983	0.0006937120596
984	0.0006931402108
985	0.0006925940191
986	0.0006918904702
987	0.0006911886627
988	0.0006906456314
989	0.0006901035247
990	0.0006895377092
991	0.0006889974386
992	0.000688295411
993	0.000687594927
994	0.0006870333176
995	0.0006864970611
996	0.0006858063282
997	0.0006851109629
998	0.0006845534746
999	0.000683996963
1000	0.0006833114476
1001	0.0006827569964
1002	0.0006822035137
1003	0.0006815218317
1004	0.0006809943393
1005	0.0006804677314
1006	0.0006799420056
1007	0.0006794171595
1008	0.0006787413525
1009	0.0006780671809
1010	0.0006775453062
1011	0.0006768738033
1012	0.0006761962923
1013	0.0006755202453
1014	0.0006748529376
1015	0.0006740520437
1016	0.0006733878843
1017	0.0006727174749
1018	0.000671921847
1019	0.0006712620777
1020	0.0006707507718
1021	0.0006700856827
1022	0.0006694297478
1023	0.0006687673331
1024	0.0006681142032
1025	0.0006673296105
1026	0.0006666795259
1027	0.0006658984759
1028	0.0006651194631
1029	0.0006644738821
1030	0.0006638298212
1031	0.0006631784247
1032	0.0006624059246
1033	0.0006617660514
1034	0.0006612693105
1035	0.0006606318972
1036	0.0006599867903
1037	0.0006593430435
1038	0.0006585796565
1039	0.0006579475516
1040	0.0006573078522
1041	0.000656549358
1042	0.0006559124948
1043	0.0006551574352
1044	0.0006544043091
1045	0.0006536531085
1046	0.0006530304621
1047	0.000652282574
1048	0.0006516627552
1049	0.0006510443629
1050	0.0006505638169
1051	0.0006499477584
1052	0.0006492070336
1053	0.0006487292832
1054	0.0006482522943
1055	0.000647640824
1056	0.0006471654961
1057	0.0006465563188
1058	0.0006459485282
1059	0.0006453421191
1060	0.0006447370858
1061	0.0006441334229
1062	0.0006434059563
1063	0.0006428049869
1064	0.0006423368283
1065	0.0006417380886
1066	0.0006412715418
1067	0.0006406750185
1068	0.0006402100745
1069	0.0006394915964
1070	0.0006388985786
1071	0.0006381831901
1072	0.0006377219595
1073	0.0006371324153
1074	0.0006364211453
1075	0.0006357116401
1076	0.0006352540768
1077	0.0006345473685
1078	0.0006340915566
1079	0.0006336364538
1080	0.0006330545716
1081	0.0006324739777
1082	0.0006320212508
1083	0.00063132189
1084	0.0006307446579
1085	0.0006302944798
1086	0.0006298449974
1087	0.0006293962092
1088	0.0006287028459
1089	0.0006281305787
1090	0.0006274401397
1091	0.000626751386
1092	0.000626307112
1093	0.0006257393499
1094	0.0006250544805
1095	0.0006246126824
1096	0.000624048168
1097	0.0006233671493
1098	0.0006229278058
1099	0.0006223665104
1100	0.000621689309
1101	0.0006210137427
1102	0.0006203398052
1103	0.0006199048294
1104	0.000619349084
1105	0.0006189155474
1106	0.0006183617767
1107	0.0006179296716
1108	0.0006174982203
1109	0.0006169471828
1110	0.0006162821838
1111	0.0006158530989
1112	0.0006151906309
1113	0.0006147631328
1114	0.0006143362777
1115	0.0006137910067
1116	0.000613133128
1117	0.0006124768128
1118	0.0006119349747
1119	0.0006115121234
1120	0.0006108594142
1121	0.0006104381143
1122	0.000609787864
1123	0.0006093681066
1124	0.0006089489746
1125	0.0006084134918
1126	0.0006077677014
1127	0.0006071234297
1128	0.000606707462
1129	0.0006061760454
1130	0.0006055352784
1131	0.0006050060724
1132	0.0006045930642
1133	0.0006040656888
1134	0.0006036540094
1135	0.0006032429372
1136	0.0006027180965
1137	0.000602194352
1138	0.0006016716997
1139	0.0006010404691
1140	0.000600633009
1141	0.0006000041143
1142	0.0005995981201
1143	0.0005989715479
1144	0.0005984545675
1145	0.000598050728
1146	0.0005976474782
1147	0.0005971329554
1148	0.0005966194949
1149	0.0005959992178
1150	0.0005955987881
1151	0.0005951989405
1152	0.0005945817817
1153	0.0005941833582
1154	0.0005936750712
1155	0.0005931678264
1156	0.000592554968
1157	0.0005919435111
1158	0.0005915486875
1159	0.0005911544335
1160	0.0005906515989
1161	0.0005901497889
1162	0.0005897574375
1163	0.0005892573119
1164	0.0005888661873
1165	0.0005883677372
1166	0.0005878702968
1167	0.0005872685218
1168	0.0005867730762
1169	0.0005863852945
1170	0.0005857866738
1171	0.0005851894053
1172	0.0005846975682
1173	0.0005843125943
1174	0.0005837184439
1175	0.0005833348141
1176	0.0005827427925
1177	0.0005821520998
1178	0.0005815627311
1179	0.0005809746817
1180	0.0005803879467
1181	0.0005799041428
1182	0.0005794213034
1183	0.0005789394252
1184	0.0005785621561
1185	0.0005779803408
1186	0.0005776043744
1187	0.0005772289371
1188	0.0005768540276
1189	0.0005763765288
1190	0.0005757992348
1191	0.0005752232185
1192	0.000574850974
1193	0.0005744792504
1194	0.0005739060174
1195	0.0005734334563
1196	0.000573137355
1197	0.0005725669001
1198	0.0005720966649
1199	0.0005716273522
1200	0.000571259875
1201	0.0005708929088
1202	0.0005708929088
1203	0.000570327003
1204	0.0005698607068
1205	0.0005692969369
1206	0.0005688324455
1207	0.0005683688588
1208	0.0005678081014
1209	0.0005675540783
1210	0.0005671919524
1211	0.0005666336498
1212	0.0005661737293
1213	0.0005656175182
1214	0.0005652579186
1215	0.0005647036304
1216	0.0005642469277
1217	0.0005636947078
1218	0.0005631436806
1219	0.0005626895894
1220	0.0005621406118
1221	0.0005616882527
1222	0.000561333708
1223	0.0005609796474
1224	0.0005604341079
1225	0.0005599845995
1226	0.000559441078
1227	0.0005590894573
1228	0.0005587383144
1229	0.0005583876484
1230	0.0005580374582
1231	0.0005576877428
1232	0.0005571488312
1233	0.0005566110679
1234	0.0005561677189
1235	0.0005556319298
1236	0.0005552852886
1237	0.0005547513144
1238	0.0005543110062
1239	0.0005537789848
1240	0.0005532480888
1241	0.0005527183143
1242	0.0005521896575
1243	0.0005518473829
1244	0.0005513205034
1245	0.0005510133525
1246	0.0005504881751
1247	0.0005500545913
1248	0.0005495313174
1249	0.0005491924231
1250	0.0005487609819
1251	0.0005484230682
1252	0.0005480856043
1253	0.0005480424464
1254	0.0005475230957
1255	0.0005471867817
1256	0.000546758595
1257	0.0005462417595
1258	0.0005458151551
1259	0.0005453893442
1260	0.0005450556809
1261	0.0005445421199
1262	0.0005441183926
1263	0.0005437863224
1264	0.0005434546902
1265	0.0005429442334
1266	0.0005425230843
1267	0.0005421027127
1268	0.0005415948422
1269	0.0005411760082
1270	0.0005407579446
1271	0.0005402526398
1272	0.0005399253521
1273	0.0005394217057
1274	0.0005389190931
1275	0.0005384175108
1276	0.0005380037246
1277	0.0005377115586
1278	0.000537387427
1279	0.000536975336
1280	0.0005365639962
1281	0.0005362412719
1282	0.0005359189671
1283	0.00053542301
1284	0.0005350548375
1285	0.0005346466292
1286	0.0005342391608
1287	0.0005337463336
1288	0.0005334270601
1289	0.0005329358292
1290	0.0005324455931
1291	0.0005320415177
1292	0.0005320415177
1293	0.0005320415177
1294	0.0005320415177
1295	0.0005320415177
1296	0.0005320415177
1297	0.0005320415177
1298	0.0005320415177
1299	0.0005320415177
1300	0.0005320415177
1301	0.0005320415177
1302	0.0005320415177
1303	0.0005320415177
1304	0.0005320415177
1305	0.0005320415177
1306	0.0005320415177
1307	0.0005320415177
1308	0.0005320415177
1309	0.0005320415177
1310	0.0005320415177
1311	0.0005320415177
1312	0.0005320415177
1313	0.0005320415177
1314	0.0005320415177
1315	0.0005320415177
1316	0.0005320415177
1317	0.0005320415177
1318	0.0005320415177
1319	0.0005320415177
1320	0.0005320415177
1321	0.0005320415177
1322	0.0005320415177
1323	0.0005320415177
1324	0.0005320415177
1325	0.0005320415177
1326	0.0005320415177
1327	0.0005320415177
1328	0.0005320415177
1329	0.0005320415177
1330	0.0005320415177
1331	0.0005320415177
1332	0.0005320415177
1333	0.0005320415177
1334	0.0005320415177
1335	0.0005320415177
1336	0.0005320415177
1337	0.0005320415177
1338	0.0005320415177
1339	0.0005320415177
1340	0.0005320415177
1341	0.0005320415177
1342	0.0005320415177
1343	0.0005320415177
1344	0.0005320415177
1345	0.0005320415177
1346	0.0005320415177
1347	0.0005320415177
1348	0.0005320415177
1349	0.0005320415177
1350	0.0005320415177
1351	0.0005320415177
1352	0.0005320415177
1353	0.0005320415177
1354	0.0005320415177
1355	0.0005320415177
1356	0.0005320415177
1357	0.0005320415177
1358	0.0005320415177
1359	0.0005320415177
1360	0.0005320415177
1361	0.0005320415177
1362	0.0005320415177
1363	0.0005320415177
1364	0.0005320415177
1365	0.0005320415177
1366	0.0005320415177
1367	0.0005320415177
1368	0.0005320415177
1369	0.0005320415177
1370	0.0005320415177
1371	0.0005320415177
1372	0.0005320415177
1373	0.0005320415177
1374	0.0005320415177
1375	0.0005320415177
1376	0.0005320415177
1377	0.0005320415177
1378	0.0005320415177
1379	0.0005320415177
1380	0.0005320415177
1381	0.0005320415177
1382	0.0005320415177
1383	0.0005320415177
1384	0.0005320415177
1385	0.0005320415177
1386	0.0005320415177
1387	0.0005320415177
1388	0.0005320415177
1389	0.0005320415177
1390	0.0005320415177
1391	0.0005320415177
